Category ID	Category Name	Number	Name
67	Town / Classic Town	pln042	Plain Red Torso with Red Arms, Blue Legs, Black Construction Helmet
67	Town / Classic Town	pln043	Plain Red Torso with Red Arms, Red Legs, Red Cap
67	Town / Classic Town	jstr003	Jacket 2 Stars Red - Red Legs, Red Helmet 7 White Stars, Trans-Light Blue Visor
67	Town / Paradisa	par047	Horizontal Blue/White Stripes, Light Gray Legs, Red Cap
67	Town / Paradisa	par048	Jogging Suit - Red Legs, Black Male Hair
67	Town / Classic Town	but021	Shirt with 6 Buttons - Blue, Black Legs, Black Hat
67	Town / Classic Town	but022	Shirt with 6 Buttons - Blue, Blue Legs, Brown Male Hair
179	Racers	rac017	Racer Driver, (4587) Car 56, Orange with Orange Checkered Helmet
179	Racers	rac016	Racer Driver, (4587) Car 84, Red/Black, Red Flame Helmet
34	Space / Blacktron II	sp051	Blacktron 2 with Jet Pack and Trans-Neon Green Lights
167	Duplo	4555pb003	Duplo Figure, Female, Light Green Legs, Yellow Blouse, Black Hair, Asian Eyes
167	Duplo	4555pb050	Duplo Figure, Male, Black Legs, Yellow Argyle Sweater, Gray Hair, Asian Eyes
69	Western / Indians	ww022	Indian Red Shirt
143	(Other)	gen005	Skeleton with Standard Skull, Blue Wizard / Witch Hat, Bandana
143	(Other)	gen006	Skeleton with Standard Skull, Yellow Mummy Headdress with Pattern
53	Adventurers / Desert	adv039	Baron Von Barron with Pith Helmet and White Epaulettes
143	(Other)	gen007	Skeleton with Standard Skull, White Mummy Headdress
143	(Other)	gen008	Skeleton with Standard Skull, Yellow Mummy Headdress
53	Adventurers / Desert	adv040	Dr. Charles Lightning with Backpack
9	Castle / Fright Knights	cas250	Fright Knights - Knight 1, Black Dragon Helmet, Red 3-Feather Plume
53	Adventurers / Desert	adv041	Johnny Thunder (Desert) with Backpack
67	Town / Paradisa	par049	Red Riding Jacket - Black Legs, Black Female Hair
67	Town / Classic Town	trn091	Suit with 3 Buttons Black - Light Gray Legs, White Chef Hat
67	Town / Classic Town	pln044	Plain Blue Torso with Blue Arms, Light Gray Legs, Black Female Hair
67	Town / Classic Town	par050	Red Halter Top - Blue Legs, Black Ponytail Hair
67	Town / Classic Town	oct045	Octan - Race Team, White Legs, White Red/Green Striped Helmet, Trans-Light Blue Visor
67	Town / Paradisa	par051	Surfboard on Ocean - Yellow Legs, Blue Cap, Life Jacket
67	Town / Paradisa	par052	Red Riding Jacket - Light Gray Legs, Black Ponytail Hair
9	Castle / Dragon Knights	cas249	Dragon Knights - Majisto Wizard, Black Cape
67	Town / Classic Town	pck013	Jacket Green with 2 Large Pockets - Light Gray Legs, White Cap
67	Town / Classic Town	jbr010	Jacket Brown - Blue Legs, Blue Sunglasses, White Cap
67	Town / Classic Town	pln045	Plain Black Torso with Black Arms, White Legs, Sunglasses, Blue Cap, Backpack
67	Town / Classic Town	trn092	Shirt with 2 Pockets, White Legs, Red Ponytail Hair, Life Jacket
67	Town / Space Port	spp015	Space Port - Astronaut C1, White Legs, White Helmet, Visor
143	(Other)	gen009	Skeleton with Standard Skull, Black Neck Protector Helmet
53	Adventurers / Jungle	adv042	Max Villano with Backpack
53	Adventurers / Jungle	adv043	Señor Palomar with Backpack (Senor Palomar)
67	Town / Town Jr. / Police	cop031	Police - Zipper with Sheriff Star, Black Cap, Life Jacket
67	Town / Town Jr. / Police	cop032	Police - Suit with Sheriff Star, Black Legs, Black Male Hair, Life Jacket
67	Town / Town Jr. / Police	cop033	Police - Sheriff Star and 2 Pockets, Black Legs, White Arms, Black Cap, Life Jacket
67	Town / Town Jr. / Police	cop034	Police - Suit with Sheriff Star, Black Legs, Black Cap with Police Pattern
67	Town / Town Jr. / Police	cop035	Police - Suit with Sheriff Star, Light Gray Legs, Black Male Hair
67	Town / Town Jr. / Police	cop036	Police - Sheriff Star and 2 Pockets, Black Legs, White Arms, White Helmet with Police Pattern, Trans-Green Visor
67	Town / Town Jr. / Police	cop037	Police - Sheriff Star and 2 Pockets, Light Gray Legs, White Arms, Black Male Hair
67	Town / Town Jr. / Police	cop038	Police - Zipper with Sheriff Star, White Helmet with Police Pattern, Trans-Green Visor
67	Town / Classic Town / Police	cop039	Police - Sheriff Star and 2 Pockets, Black Legs, White Arms, Black Cap, Blue Sunglasses
67	Town / Classic Town	jstr004	Jacket 2 Stars Red - Black Legs, Black Cap
227	Harry Potter / Sorcerer's Stone	hp034	Ron Weasley, Blue Sweater, Black Cape with Stars
227	Harry Potter / Sorcerer's Stone	hp035	Harry Potter, Hogwarts Torso, Light Gray Legs, Black Wizard / Witch Hat, Black Cape with Stars
227	Harry Potter / Sorcerer's Stone	hp036	Harry Potter, Gryffindor Shield Torso, Light Gray Legs, Violet Cape
143	(Other)	gen010	Skeleton with Standard Skull, Red Bandana
61	Pirates / Pirates I / Imperial Guards	pi074	Imperial Guard - Admiral with White Plume Triple
143	(Other)	gen011	Skeleton with Standard Skull, Black Conquistador Helmet
61	Pirates / Pirates I	pi075	Pirate Shirt with Knife, Blue Legs, Black Pirate Hat with Skull
61	Pirates / Pirates I	pi076	Pirate Blue / White Stripes Shirt, Red Legs, Red Bandana
9	Castle / Knights Kingdom I	cas248	Knights' Kingdom I - Cedric the Bull
9	Castle / Knights Kingdom I	cas247	Knights' Kingdom I - Knight 2, with Quiver
9	Castle / Knights Kingdom I	cas246	Knights' Kingdom I - Knight 1, with Quiver
9	Castle / Dragon Knights	cas245	Dragon Knights - Knight 1, Light Gray Legs with Black Hips, Black Chin-Guard, Quiver
9	Castle / Fright Knights	cas244	Fright Knights - Knight 2, Black Chin-Guard, Quiver
53	Adventurers / Jungle	adv044	Miss Gail Storm (Jungle) with Pith Pelmet, Backpack
62	Rock Raiders	rck007	Docs - Backpack
67	Town	pck014	Jacket Green with 2 Large Pockets - White Legs, Black Male Hair
277	Legoland	old010	Legoland Old Type - Blue Torso, Black Legs, Red Hat
277	Legoland	old011	Legoland Old Type - Black Torso, Black Legs, Black Hat
67	Town / Classic Town	pln046	Plain Black Torso with Black Arms, Blue Legs, Red Hat
67	Town / Classic Town	zip023	Jacket with Zipper - White, Red Legs, Red Helmet, Trans-Light Blue Visor
67	Town / Classic Town	pln047	Plain Black Torso with Black Arms, Black Legs, White Helmet, Trans-Light Blue Visor, Life Jacket
67	Town / Paradisa	par053	Blue Flowers - White Legs, Black Ponytail Hair, Life Jacket
67	Town / Classic Town	pck015	Jacket Green with 2 Large Pockets - Blue Legs, Blue Cap
67	Town / Classic Town	pln048	Plain Black Torso with Yellow Arms, Blue Legs, Sunglasses, White Cap
67	Town / Classic Town	pln049	Plain Red Torso with Red Arms, Black Legs, Brown Female Hair
67	Town / Classic Town	hor016	Horizontal Lines Red - Red Arms - Blue Legs, Black Hat
67	Town / Classic Town	pck016	Jacket Green with 2 Large Pockets - Green Legs, Black Male Hair, Life Jacket
67	Town / Classic Town	pln050	Plain Red Torso with Red Arms, Blue Legs, Black Male Hair
67	Town / Classic Town / Fire	firec018	Fire - Classic, White Fire Helmet, White Airtanks
67	Town / Classic Town	pck017	Jacket Green with 2 Large Pockets - Green Legs, Red Cap, Black Sunglasses
67	Town / Classic Town	pln051	Plain Black Torso with Black Arms, Black Legs, White Classic Helmet
67	Town / Classic Town	pln052	Plain White Torso with White Arms, Black Legs, Blue Classic Helmet
67	Town / Classic Town	pln053	Plain White Torso with White Arms, Light Gray Legs, Maersk Blue Cap
9	Castle / Fright Knights	cas243	Fright Knights - Knight 1, Black Dragon Helmet, Red Medium Plume
61	Pirates / Pirates I / Imperial Armada	pi077	Imperial Armada - Red - Backpack
67	Town / Classic Town	zip024	Jacket with Zipper - Blue, Blue Legs, Black Helmet, Trans-Light Blue Visor
67	Town / Classic Town / Fire	zip025	Jacket with Zipper - Blue, Blue Legs, Black Fire Helmet, Life Jacket
67	Town / Classic Town	trn093	Suit with 3 Buttons Blue - Blue Legs, Black Hat
67	Town / Classic Town	pln054	Plain White Torso with White Arms, Red Legs, Red Cap
67	Town / Classic Town	trn094	Suit with 2 Pockets White - Black Legs, Black Male Hair
67	Town / Divers	div023	Divers - Control 1, Black Legs, Black Cap
67	Town / Classic Town	hor017	Horizontal Lines Blue - Blue Arms - White Legs, Brown Female Hair
67	Town / Classic Town	trn095	Jacket Brown - Dark Gray Legs, White Cap
67	Town / Classic Town	trn096	Suit with 3 Buttons Black - Light Gray Legs, White Cap
67	Town / Classic Town	pln055	Plain Blue Torso with Blue Arms, White Legs, Black Male Hair
473	Sports / Soccer	soc097	Soccer Player Womens Team Goalie, Black Cap
174	Studios	cc4065	Male Actor, Red Shirt, Black Wide Brim Hat
67	Town / Classic Town	trn097	Suit with 3 Buttons Black - Blue Legs, Blue Hat
67	Town / Classic Town	but023	Shirt with 3 Buttons - Blue, Black Legs, Light Gray Cowboy Hat
67	Town / Classic Town	ncklc009	Necklace Gold - Blue Legs, Black Pigtails Hair
67	Town / Classic Town	but024	Shirt with 6 Buttons - Blue, Blue Legs, Red Pigtails Hair
67	Town / Classic Town	pln056	Plain Red Torso with Red Arms, Blue Legs, Red Construction Helmet, Yellow Chevron Vest
67	Town / Classic Town	pln057	Plain Red Torso with Red Arms, Black Legs, Black Hat
67	Town / Classic Town	pln058	Plain Red Torso with Red Arms, Blue Legs, Black Pigtails Hair
67	Town / Classic Town	pln059	Plain Blue Torso with Blue Arms, Red Legs, Black Male Hair
67	Town / Classic Town	pln060	Plain Black Torso with Black Arms, White Legs, Brown Male Hair
67	Town / Classic Town	pln061	Plain Blue Torso with Blue Arms, Blue Legs, Brown Male Hair
67	Town / Classic Town	trn098	Suit with 3 Buttons Blue - Red Legs, Red Hat
67	Town / Classic Town	but025	Shirt with 3 Buttons - Blue, Black Legs, Black Male Hair
67	Town / Classic Town	but026	Shirt with 3 Buttons - Red, Red Arms, Blue Legs, Black Pigtails Hair
67	Town / Classic Town	hor018	Horizontal Lines Red - Red Arms - Light Gray Legs, Red Hat
67	Town / Classic Town	pln062	Plain Blue Torso with Blue Arms, White Legs, Brown Female Hair
67	Town / Classic Town	hor019	Horizontal Lines Red - White Arms - Light Gray Legs, Brown Male Hair
67	Town / Classic Town	ncklc010	Necklace Gold - Blue Legs, Red Female Hair
67	Town / Classic Town	but027	Shirt with 6 Buttons - Black, Black Legs, White Hat
67	Town / Classic Town	but028	Shirt with 6 Buttons - Blue, Blue Legs, Black Hat
67	Town / Classic Town	but029	Shirt with 6 Buttons - Black, Black Legs, Black Hat
67	Town / Classic Town	pln063	Plain Black Torso with Black Arms, Black Legs, Yellow Construction Helmet, Yellow Vest
67	Town / Classic Town	trn099	Suit with 3 Buttons Blue - Black Legs, Red Hat
67	Town / Classic Town	pln064	Plain Blue Torso with Blue Arms, Blue Legs, Yellow Construction Helmet, Yellow Vest
67	Town / Classic Town	trn100	Suit with 3 Buttons Blue - Blue Legs, Blue Hat
67	Town / Classic Town	but030	Shirt with 3 Buttons - Red, Blue Arms, Red Legs, Brown Male Hair
67	Town / Classic Town	jred013	Jacket Red with Zipper - Red Arms - Blue Legs, Maersk Blue Construction Helmet
67	Town / Classic Town	jbr011	Jacket Brown - White Legs, White Helmet, Trans-Light Blue Visor, Blue Sunglasses, Life Jacket
67	Town / Classic Town	pln065	Plain Black Torso with Yellow Arms, Red Legs, Sunglasses, Red Cap, Life Jacket
67	Town / Classic Town / Harbor	boat004	Boat Admiral with Gold Anchor Pattern, Life Jacket
67	Town / Classic Town / Harbor	boat005	Boat Worker - Torso with Anchor, Black Legs, Red Construction Helmet, Life Jacket
67	Town / Classic Town	hor020	Horizontal Lines Red - White Arms - Black Legs, Black Female Hair
67	Town / Classic Town	pln066	Plain Red Torso with Red Arms, Light Gray Legs, Black Male Hair
67	Town / Classic Town	pln067	Plain Black Torso with Black Arms, Blue Legs, Black Male Hair
67	Town / Town Jr. / Police	cop040	Police - Zipper with Sheriff Star, White Helmet with Police Pattern, Black Visor, Female
67	Town / Classic Town	twn014	Shirt with 2 Pockets, Green Legs, Brown Ponytail Hair
67	Town / Classic Town	chef008	Chef - Red Legs, Female
67	Town / Classic Town	twn015	Horizontal Lines Red - Red Arms - White Legs, Black Ponytail Hair
67	Town / Classic Town	hor021	Horizontal Lines Red - White Arms - Red Legs, Brown Female Hair
67	Town / Classic Town	pln068	Plain Black Torso with Black Arms, Blue Legs, Brown Male Hair
67	Town / Classic Town	jred014	Jacket Red with Zipper - Red Arms - Black Legs, Red Hat
67	Town / Classic Town	pln069	Plain Red Torso with Red Arms, Blue Legs, Red Hat
67	Town / Classic Town	but031	Shirt with 6 Buttons - Blue, Blue Legs, Blue Construction Helmet
67	Town / Classic Town	pck018	Jacket Green with 2 Large Pockets - White Legs, White Cap, Life Jacket
67	Town / Classic Town	pck019	Jacket Green with 2 Large Pockets - Green Legs, Black Male Hair
67	Town / Classic Town	pln070	Plain Red Torso with Red Arms, Red Legs, Black Helmet, Trans-Light Blue Visor
67	Town / Classic Town	jbl008	Jacket Blue - Black Legs, Black Cap
67	Town / Classic Town	pln071	Plain Red Torso with Red Arms, Red Legs, Black Male Hair
67	Town / Classic Town	pln072	Plain White Torso with White Arms, Red Legs, Red Hat
67	Town / Classic Town	pln073	Plain Red Torso with Red Arms, Black Legs, Brown Male Hair
67	Town / Classic Town	pln074	Plain Blue Torso with Blue Arms, Light Gray Legs, Black Male Hair
67	Town / Classic Town	pln075	Plain Blue Torso with White Arms, Blue Legs, Black Female Hair
67	Town / Classic Town	pln076	Plain Blue Torso with Blue Arms, Blue Legs, Red Construction Helmet
67	Town / Classic Town	pln077	Plain Blue Torso with White Arms, Blue Legs, Brown Female Hair
67	Town / Classic Town	pln078	Plain White Torso with White Arms, Blue Legs, Light Gray Cowboy Hat
67	Town / Classic Town	pln079	Plain Red Torso with Red Arms, Black Legs, Red Construction Helmet, Yellow Chevron Vest
67	Town / Classic Town	pln080	Plain Black Torso with Yellow Arms, White Legs, Sunglasses, Black Helmet, Trans-Light Blue Visor
67	Town / Classic Town	pln081	Plain Blue Torso with White Arms, Light Gray Legs, Brown Male Hair
67	Town / Classic Town	jbr012	Jacket Brown - Light Gray Legs, Black Male Hair, Life Jacket
67	Town / Classic Town	trn101	Suit with 3 Buttons Black - Blue Legs, Brown Male Hair
67	Town / Classic Town	jred015	Jacket Red with Zipper - Red Arms - Red Legs, White Classic Helmet
67	Town / Classic Town	twn016	Shirt with 2 Pockets, Black Legs, Black Ponytail Hair
67	Town / Classic Town	jred016	Jacket Red with Zipper - Red Arms - Black Legs, Red Construction Helmet
67	Town / Classic Town / Gas Station	shell010	Shell - Classic - Blue Legs, Red Cap
67	Town / Classic Town / Harbor	boat006	Boat Worker - Torso with Anchor, Blue Legs, White Construction Helmet, Life Jacket
67	Town / Classic Town	pln082	Plain Black Torso with Yellow Arms, Yellow Legs, Red Cap
67	Town / Classic Town	hor022	Horizontal Lines Red - Red Arms - White Legs, Black Ponytail Hair, Life Jacket
67	Town / Classic Town	hor023	Horizontal Lines Blue - Blue Arms - White Legs, Blue Cap, Life Jacket
67	Town / Classic Town / Harbor	boat007	Boat Worker - Torso with Anchor, Blue Legs, White Hat, Life Jacket
67	Town / Classic Town	hor024	Horizontal Lines Red - White Arms - Red Legs, Red Ponytail Hair
67	Town / Classic Town / Fire	firec019	Fire - Old, Black Fire Helmet, Light Gray Airtanks
67	Town / Classic Town / Gas Station	shell013	Shell - Classic - Red Legs, Red Hat
67	Town / Classic Town	pln084	Plain Red Torso with Red Arms, Blue Legs, Blue Hat
67	Town / Classic Town	pln085	Plain Blue Torso with Blue Arms, Blue Legs, Red Construction Helmet, Yellow Vest
67	Town / Classic Town	jred017	Jacket Red with Zipper - Red Arms - Red Legs, Black Pigtails Hair
67	Town / Classic Town	pln086	Plain Blue Torso with Blue Arms, Black Legs, Blue Hat
67	Town / Classic Town	pln087	Plain Black Torso with Blue Arms, Blue Legs, Brown Male Hair
67	Town / Town Jr. / Fire	firec020	Fire - Flame Badge and Straight Line, Black Legs, Black Male Hair
9	Castle	cas280	Breastplate - Red with Blue Arms, Blue Legs with Black Hips, Black Grille Helmet, Blue Dragon Plume
67	Town / Classic Town	pln088	Plain Blue Torso with Blue Arms, Black Legs, Blue Hat, Yellow Chevron Vest
124	Train	trn102	Railway Employee Lego Loco 2
67	Town / Classic Town	trn103	Jogging Suit, Dark Gray Legs, Black Ponytail Hair
61	Pirates / Pirates I	pi078	Pirate Shirt with Knife, Black Legs, Black Pirate Hat with Skull
67	Town / Classic Town	pln089	Plain Blue Torso with Blue Arms, Blue Legs, Blue Cap
67	Town / Classic Town	pln090	Plain White Torso with White Arms, Blue Legs, Red Cap
67	Town / Classic Town	pck020	Jacket Green with 2 Large Pockets - Green Legs, Green Cap
473	Sports / Soccer	pln091	Plain Green Torso with Green Arms, Black Legs, Black Male Hair
67	Town / Classic Town	trn104	Suit with 2 Pockets White - Light Gray Legs, Black Cap
67	Town / Town Jr. / Construction	jbl009	Bulldozer Logo - Blue Legs, Red Cap
473	Sports / Soccer	pln092	Plain Yellow Torso with Yellow Arms, Black Legs, Light Gray Cap
473	Sports / Soccer	pln093	Plain Blue Torso with Blue Arms, Black Legs, White Cap
67	Town / Classic Town	trn105	Shirt with 2 Pockets, Blue Legs, Black Male Hair
67	Town / Classic Town	ovr022	Overalls Blue with Pocket, Blue Legs, Black Cap
67	Town / Classic Town	pln094	Plain Yellow Torso with Yellow Arms, Black Legs, Black Cap
67	Town / Classic Town	pln095	Plain Green Torso with Green Arms, Black Legs, Black Cap
67	Town / Classic Town	twn017	Patron - Red Torso with Buttons and Collar (Torso Sticker), Blue Legs, Black Pigtails Hair (from 1589)
67	Town / Classic Town	twn018	Patron - Black Torso with Pockets and Collar (Torso Sticker), Blue Legs, Black Pigtails Hair (from 1589)
67	Town / Classic Town	twn019s	Patron - Black Suit with Two Buttons and Red Tie (Torso Sticker), Black Legs, Black Cowboy Hat - Set 1589-1
9	Castle / Knights Kingdom I	cas279	Knights' Kingdom I - Gilbert the Bad, Black Dragon Helmet, Horn, with Quiver
277	Legoland	old012	Legoland Old Type - Red Torso, Red Legs, Black Hat
277	Legoland	old013	Legoland Old Type - Blue Torso, Red Legs, Black Hat
277	Legoland	old014	Legoland Old Type - Red Torso, Blue Legs, Black Hat
277	Legoland	old015	Legoland Old Type - Blue Torso, Red Legs, Red Hat
277	Legoland	old016	Legoland Old Type - White Torso, Red Legs, Red Hat
277	Legoland	old019	Legoland Old Type - Red Torso, Blue Legs, Red Hat
277	Legoland	old020	Legoland Old Type - Blue Torso, White Legs, Black Pigtails Hair
277	Legoland	old021	Legoland Old Type - White Torso, White Legs, Black Pigtails Hair
277	Legoland	old022	Legoland Old Type - Blue Torso, Blue Legs, Red Pigtails Hair
277	Legoland	old023	Legoland Old Type - Blue Torso, Yellow Legs, Red Hat
277	Legoland	old024	Legoland Old Type - White Torso, Black Legs, Black Hat
277	Legoland	old025	Legoland Old Type - Red Torso, Red Legs, Red Hat
277	Legoland	old026	Legoland Old Type - White Torso, Red Legs, Black Pigtails Hair
277	Legoland	old027	Legoland Old Type - Black Torso, Blue Legs, Black Cowboy Hat
277	Legoland	old028	Legoland Old Type - Blue Torso, Blue Legs, Black Cowboy Hat
277	Legoland	old029	Legoland Old Type - Blue Torso, Black Legs, White Cowboy Hat
277	Legoland	old030	Legoland Old Type - Blue Torso, Black Legs, Black Cowboy Hat
277	Legoland	old031	Legoland Old Type - Red Torso, Red Legs, Blue Hat
277	Legoland	old032	Legoland Old Type - Black Torso, Black Legs, Black Pigtails Hair
277	Legoland	old033	Legoland Old Type - Red Torso, Blue Legs, Blue Hat
277	Legoland	old034	Legoland Old Type - Red Torso, Blue Legs, Black Pigtails Hair
67	Town / Classic Town	pck021	Jacket Green with 2 Large Pockets - Black Legs, Black Cap
67	Town / Classic Town	zip026	Jacket with Zipper - Blue, Black Legs, White Helmet, Trans-Light Blue Visor
67	Town / Classic Town	pln096	Plain Black Torso with Yellow Arms, Red Legs, Sunglasses, Black Male Hair
67	Town / Classic Town	jbr013	Jacket Brown - Black Legs, Red Cap, Black Sunglasses, Life Jacket
67	Town / Classic Town	pln097	Plain Black Torso with Yellow Arms, Blue Legs, Sunglasses, Blue Cap, Life Jacket
67	Town / Classic Town	ver013	Vertical Lines Red & Blue - Blue Arms - Red Legs, Red Classic Helmet
36	Technic	tech016	Technic Figure Blue Legs, Blue Top with Chest Plate, Black Hair, Black Helmet (Set 8300)
36	Technic	tech017	Technic Figure Red Legs, Red Top with Chest Plate, Black Hair, White Helmet (Set 8300)
67	Town / Classic Town / Hospital	doc016	Doctor - Stethoscope, White Legs, Black Female Hair
67	Town / Classic Town / Post Office	post004	Post Office - Black Legs, Black Male Hair
67	Town / Town Jr.	rep004	Repair - Overalls Red with Wrench Pattern, Red Legs, Blue Cap
67	Town / Town Jr.	rep005	Repair - Phone Repair Crew
67	Town / Classic Town	trn107	Jacket Brown - Light Gray Legs, Green Cap, Black Sunglasses
67	Town / Classic Town	trn108	Leather Jacket with Zippers - Black Legs, White Helmet
67	Town / Town Jr. / Police	cop041	Police - Zipper with Sheriff Star, Black Cap, Black Sunglasses
34	Space / Classic Space	sp052	Classic Space - White with Blue Jet Pack with Stud On Front
34	Space / Classic Space	sp053	Classic Space - Yellow with Light Gray Jet Pack with Stud On Front
67	Town / Classic Town	trn109	Plain White Torso with White Arms, Blue Legs, Red Hat
67	Town / Classic Town	trn110	Plain Blue Torso with Blue Arms, Blue Legs, Black Pigtails Hair
143	(Other)	gen012	Ghost with White Legs
9	Castle / Royal Knights	cas239	Royal Knights - Knight 1, Black Chin-Guard, with Quiver
9	Castle / Crusaders	cas238	Crusader Axe - Red Legs with Black Hips, Dark Gray Chin-Guard, Quiver
9	Castle / Crusaders	cas237	Crusader Axe - Black Legs with Red Hips, Black Chin-Guard, Quiver
252	Game	game001	Leather Jacket with Zippers - Black Legs, Skeleton Head, Black Top Hat, White Hands
252	Game	game004	Jacket Blue - Blue Legs, No Headgear (Blue Cruiser)
252	Game	game005	Jacket 2 Stars Red - Red Legs, No Headgear (Red Cruiser)
252	Game	game002	Jacket Green with 2 Large Pockets - Green Legs, No Headgear (Green Cruiser)
252	Game	game003	Jacket Brown - Brown Legs, No Headgear (Brown Cruiser)
277	Legoland	old035	Legoland Old Type - Blue Torso, Blue Legs, Black Hat
277	Legoland	old036	Legoland Old Type - White Torso, Black Legs, Red Pigtails Hair
277	Legoland	old038	Legoland Old Type - White Torso, Yellow Legs, Red Pigtails Hair
167	Duplo / Action Wheelers	4555pb026	Duplo Figure, Male Action Wheeler, Blue Legs, Blue Jumpsuit with Parachute Straps, Black Racing Helmet
167	Duplo	4555pb004	Duplo Figure, Female, Pink Legs, White Blouse, Black Hair
67	Town / Classic Town	ver014	Vertical Lines Red & Blue - Red Arms - Red Legs, Black Male Hair
67	Town / Space Port	spp016	Space Port - Astronaut C1, White Legs, White Helmet, Gold Large Visor
227	Harry Potter / Sorcerer's Stone	hp040	Draco Malfoy, Slytherin Torso, Black Cape with Stars
67	Town / Classic Town	lea005	Leather Jacket with Zippers - Black Legs, Black Helmet, Black Visor, Male
48	Belville	belvFair1a	Belville Fairy - Pink with Moon Pattern (Millimy) - With Wings and Bow
48	Belville	belvFair2	Belville Fairy - Medium Green with Stars Pattern (Millimy)
48	Belville	belvFair3	Belville Fairy - Medium Blue with Moon Pattern (Millimy)
48	Belville	belvFair4	Belville Fairy - Dark Pink with Stars Pattern (Millimy)
167	Duplo / Duplo, Train	4555pb075	Duplo Figure, Male, Black Legs, Black Top with 4 Yellow Buttons and Red Tie, Black Hat, Curly Moustache (Train Engineer)
227	Harry Potter / Chamber of Secrets	hp037	Draco Malfoy, Black Sweater
227	Harry Potter / Chamber of Secrets	hp038	Harry Potter, Sand Green Sweater Torso, Blue Legs
227	Harry Potter / Chamber of Secrets	hp039	Lucius Malfoy, Black Suit Torso, Black Legs
167	Duplo	4555pb008	Duplo Figure, Female, Yellow Legs, Red Sweater with Yellow V Stitching, Brown Hair, Turned Up Nose
167	Duplo	4555pb032	Duplo Figure, Male, Blue Legs, Yellow Top with Tennis Racket and Ball Pattern, Brown Hair
167	Duplo	4555pb009	Duplo Figure, Female, Light Green Legs, White Top with Light Green Overalls with Pink Buttons, Fabuland Brown Hair
167	Duplo	6453pb013	Duplo Figure, Child Type 2 Girl, White Legs, Medium Green Riding Jacket, Black Riding Hat
167	Duplo	6453pb006	Duplo Figure, Child Type 2 Boy, Blue Legs, Yellow Top with Blue Overalls, Brown Hair
167	Duplo	6453pb018	Duplo Figure, Child Type 2 Boy, Blue Legs, White Sweater with Chain Pattern, Dark Orange Hair
167	Duplo	4943pb003	Duplo Figure, Child Type 1 Boy, Yellow Legs, Blue Top with Red Suspenders, Red Hair, Freckles
36	Technic	tech029	Technic Figure Black Legs, Light Gray Top with Police Pattern, Black Arms
167	Duplo	4555pb015	Duplo Figure, Female, Blue Legs, Red Jacket, Light Gray Hair, Glasses
167	Duplo	6453pb016	Duplo Figure, Child Type 2 Girl, Blue Legs, Yellow Top with Collar and 2 Buttons, Black Hair
65	Star Wars / Star Wars Episode 2	sw100	Anakin Skywalker (Grown Up) without Cape
390	Holiday / Christmas	hol008	Santa, Red Legs with White Hips
34	Space / M:Tron	sp054	M:Tron with Black Jet Pack with Stud On Front
9	Castle / Dragon Knights	cas236	Dragon Knights - Dragon Master, Blue Plumes, Dragon Cape
34	Space / Blacktron II	sp055	Blacktron 2 with Jet Pack
9	Castle	cas235	Scale Mail - Red with Black Arms, Light Gray Legs with Black Hips, Dark Gray Chin-Guard, Quiver
9	Castle / Wolfpack	cas234	Wolf People - Wolfpack 2 with Brown Arms, Black Hood, Red Cape
67	Town / Classic Town	pln098	Plain Red Torso with Red Arms, Red Legs, Brown Female Hair
67	Town / Classic Town / Gas Station	oct046	Octan - White Logo, White Legs, Black Female Hair
179	Racers	rac019	Racer Driver, Red with White Balaclava, Black Helmet with Red/Silver
67	Town / Town Jr. / Coast Guard	res009	Coast Guard City Center Chief
67	Town / Town Jr. / Coast Guard	res010	Coast Guard City Center - Red Collar & Arms, Black Legs, Black Ponytail Hair
174	Studios	stu015	Male Actor 3, Driver, Black Helmet, Trans-Neon Green Visor
78	Freestyle	trn111	Jacket Green with 2 Large Pockets - Black Legs, Brown Male Hair
67	Town / Classic Town / Hospital	doc018	Doctor - Straight Line, White Legs, Brown Female Hair
167	Duplo / Little Forest Friends	31233pb04	Duplo Figure Little Forest Friends, Male, White Hat and Bee on Shirt (Dozey Meadowsweet)
167	Duplo	4555pb076	Duplo Figure, Male, Blue Legs, Red Top with Blue Overalls, Construction Hat White, Turned Up Nose
167	Duplo / Dino	4555pb035	Duplo Figure, Male, Brown Legs, Flesh Top (Caveman)
167	Duplo / Dino	6453pb002	Duplo Figure, Child Type 2 Girl, Brown Legs, Tooth Necklace Pattern, Black Hair (Caveman)
167	Duplo / Duplo, Town / Safari	4555pb039	Duplo Figure, Male, Light Gray Legs, Tan Top, Cowboy Hat
167	Duplo	6453pb010	Duplo Figure, Child Type 2 Boy, Red Legs, Yellow Sweater with Red Collar
36	Technic	tech018	Technic Figure White Legs, White Top with Red Arrow-Type Stripes Pattern, Blue Arms
36	Technic	tech019	Technic Figure Black Legs, White Top with Police Logo, Black Arms (Set 8252)
67	Town / Classic Town	trn112	Suit with 2 Pockets White - Light Gray Legs, White Cap
36	Technic	tech020	Technic Figure White Legs, White Top with Red Vest, Red Arms, Black Hair, Red Helmet (set 8714)
9	Castle / Classic Castle	cas233	Classic - Knight, Shield Red/Gray, Light Gray Legs with Red Hips, Light Gray Neck-Protector
9	Castle / Classic Castle	cas232	Classic - Knights Tournament Knight Black, Black Legs with Red Hips, Red Helmet, Black Visor
9	Castle	cas231	Breastplate - Blue with Black Arms, Black Legs, Black Grille Helmet, Red Plume
